TaskID,RecordDate,ScenarioCode,ScenarioName,DepartmentID,DepartmentName,CourseType,LabType,SessionType,TaskClass,BatchSize,ExamCriticalFlag,SkillCriticality,CPU_Demand,GPU_Demand,Memory_Demand,Bandwidth_Demand,ExpectedRuntime,ClassStartTime,ClassEndTime,ArrivalTime,Deadline,LatencyTolerance,ContinuitySensitivity,MigrationTolerance,EdgeQueueLength,NodeUtilization,NetworkRTT,PacketLossRate,LabOccupancy,NodeHealthScore,PredictedNextSlotLoad
VSDT-02779,2026-04-02,NET_DEG,Network degradation,NURS,Nursing Simulation,Patient Care Simulation,Clinical Skills Lab,Simulation,Interactive Simulation,35,0,0.689,45.98,41.22,11.34,67.3,18.22,2026-04-02 13:30:00,2026-04-02 15:15:00,2026-04-02 14:53:08,2026-04-02 15:15:00,92.39,0.861,0.123,1,0.307,85.69,3.853,0.535,0.8,0.451
VSDT-02780,2026-04-02,OVERLAP,Overlapping practical classes,NEM,New Energy Materials,Molecular Dynamics of Solid Electrolytes,Battery Materials Lab,Practice,Immersive Practical Session,37,0,1,100,45.89,33.05,193.28,43.98,2026-04-02 13:30:00,2026-04-02 15:30:00,2026-04-02 14:53:27,2026-04-02 15:30:00,93.84,0.839,0.18,15,0.675,33.67,0.228,0.566,0.847,0.752
VSDT-02781,2026-04-02,EXAM,Exam-week priority load,ELEC,Electronics Training,Embedded Systems Practical,Electronics Training Lab,Assessment,Automated Assessment,19,1,0.99,44.8,56.33,11.38,34.06,19.36,2026-04-02 08:30:00,2026-04-02 10:00:00,2026-04-02 08:54:49,2026-04-02 09:18:41,124.53,0.732,0.341,6,0.473,33.8,0.476,0.556,0.845,0.632
VSDT-02782,2026-04-02,NET_DEG,Network degradation,DMED,Digital Media,3D Rendering Lab,3D Rendering Lab,Assessment,Automated Assessment,41,0,0.962,77.9,57.79,8.25,94.99,23.92,2026-04-02 08:30:00,2026-04-02 10:30:00,2026-04-02 09:09:03,2026-04-02 09:40:20,105.94,0.678,0.218,5,0.283,88.3,4.067,0.653,0.8,0.667
VSDT-02783,2026-04-02,OVERLAP,Overlapping practical classes,AUTO,Automotive Technology,Automotive Fault Diagnosis,Automotive Simulation Lab,Assessment,Automated Assessment,36,1,0.956,50.68,18.09,14.57,96.55,15.41,2026-04-02 08:30:00,2026-04-02 10:30:00,2026-04-02 08:56:16,2026-04-02 09:22:56,116.97,0.636,0.141,13,0.726,40.18,0.529,0.869,0.882,0.728
VSDT-02784,2026-04-02,NET_DEG,Network degradation,NEM,New Energy Materials,DFT-Assisted Materials Property Demonstration,Microscopy and Materials Imaging Lab,Assessment,Automated Assessment,42,1,1,89.76,25.37,7.97,49.45,7.31,2026-04-02 13:30:00,2026-04-02 15:15:00,2026-04-02 14:05:14,2026-04-02 14:24:11,111.23,0.887,0.14,0,0.472,123.73,4.3,0.448,0.82,0.491
VSDT-02785,2026-04-03,NET_DEG,Network degradation,NEM,New Energy Materials,Advanced Battery Management Systems and Material Characterization,Battery Materials Lab,Practice,Immersive Practical Session,30,0,1,55.51,65.25,14.17,99.38,15.59,2026-04-03 08:30:00,2026-04-03 10:00:00,2026-04-03 09:03:32,2026-04-03 09:28:10,58.64,0.945,0.086,4,0.508,101.1,3.126,0.672,0.873,0.451
VSDT-02786,2026-04-03,NORMAL,Normal teaching day,NEM,New Energy Materials,Hydrogen Storage Materials Simulation,NEM Digital Simulation Laboratory,Practice,Immersive Practical Session,40,0,0.891,100,94.38,27.52,206.79,14.92,2026-04-03 10:30:00,2026-04-03 11:45:00,2026-04-03 10:36:42,2026-04-03 10:58:25,66.87,0.925,0.2,6,0.309,32.5,0.16,0.386,0.91,0.527
VSDT-02787,2026-04-03,EDGE_STRESS,Edge-node congestion or partial failure,AUTO,Automotive Technology,EV Maintenance Practical,EV Training Lab,Analytics,Background Analytics,38,0,0.372,87.51,31.09,33.55,70.79,15.58,2026-04-03 08:30:00,2026-04-03 10:00:00,2026-04-03 08:44:37,2026-04-03 09:05:19,272.43,0.39,0.779,10,0.761,17.93,0.13,0.57,0.595,0.651
VSDT-02788,2026-04-03,NET_DEG,Network degradation,ELEC,Electronics Training,Embedded Systems Practical,Power Electronics Lab,Simulation,Interactive Simulation,25,0,0.823,55.9,28.73,15.02,84.0,18.63,2026-04-03 10:30:00,2026-04-03 12:15:00,2026-04-03 11:23:56,2026-04-03 11:48:53,131.78,0.875,0.181,0,0.542,78.78,3.587,0.392,0.82,0.676
VSDT-02789,2026-04-03,NORMAL,Normal teaching day,ELEC,Electronics Training,Sensor Calibration and Data Logging,Power Electronics Lab,Analytics,Background Analytics,35,0,0.239,87.9,13.61,16.62,25.35,25.39,2026-04-03 10:30:00,2026-04-03 12:15:00,2026-04-03 10:44:25,2026-04-03 11:19:17,296.27,0.134,0.815,5,0.596,19.21,0.37,0.589,0.845,0.598
VSDT-02790,2026-04-03,NET_DEG,Network degradation,NEM,New Energy Materials,DFT-Assisted Materials Property Demonstration,Microscopy and Materials Imaging Lab,Practice,Immersive Practical Session,20,0,0.925,99.01,48.64,37.01,169.84,25.57,2026-04-03 15:30:00,2026-04-03 17:30:00,2026-04-03 15:57:18,2026-04-03 16:32:25,128.72,0.885,0.237,3,0.578,79.46,4.024,0.69,0.936,0.516
VSDT-02791,2026-04-03,EXAM,Exam-week priority load,ELEC,Electronics Training,AI-Assisted Circuit Testing,Power Electronics Lab,Assessment,Automated Assessment,38,1,0.943,63.39,65.07,16.88,97.46,19.79,2026-04-03 10:30:00,2026-04-03 11:45:00,2026-04-03 10:53:04,2026-04-03 11:22:04,81.46,0.604,0.3,6,0.44,19.29,0.142,0.709,0.854,0.639
VSDT-02792,2026-04-03,NET_DEG,Network degradation,ELEC,Electronics Training,Embedded Systems Practical,Power Electronics Lab,Practice,Immersive Practical Session,28,0,0.871,79.5,55.99,28.04,132.68,26.68,2026-04-03 08:30:00,2026-04-03 09:45:00,2026-04-03 08:50:00,2026-04-03 09:32:33,123.64,0.894,0.13,2,0.362,94.27,2.383,0.712,0.765,0.562
VSDT-02793,2026-04-03,NET_DEG,Network degradation,NEM,New Energy Materials,Cathode Material Preparation Digital Twin,Battery Materials Lab,Assessment,Automated Assessment,37,0,1,65.28,28.52,7.31,29.02,9.84,2026-04-03 15:30:00,2026-04-03 17:30:00,2026-04-03 16:10:03,2026-04-03 16:33:07,135.9,0.601,0.235,5,0.531,108.65,5.351,0.551,0.807,0.696
VSDT-02794,2026-04-03,OVERLAP,Overlapping practical classes,NURS,Nursing Simulation,Emergency Response Practical,Virtual Nursing Simulation Lab,Practice,Immersive Practical Session,47,0,0.781,72.17,76.41,34.19,132.49,25.77,2026-04-03 13:30:00,2026-04-03 15:00:00,2026-04-03 13:30:59,2026-04-03 14:13:36,104.25,0.979,0.182,16,0.528,31.78,0.904,0.716,0.905,0.908
VSDT-02795,2026-04-03,OVERLAP,Overlapping practical classes,NEM,New Energy Materials,Battery Thermal Safety Visualization,Photovoltaic Characterization Lab,Practice,Immersive Practical Session,45,0,0.963,76.99,91.22,24.5,146.15,19.74,2026-04-03 10:30:00,2026-04-03 12:30:00,2026-04-03 12:04:51,2026-04-03 12:30:00,128.82,0.906,0.198,5,0.685,14.32,0.925,0.955,0.967,0.528
VSDT-02796,2026-04-03,OVERLAP,Overlapping practical classes,ELEC,Electronics Training,Embedded Systems Practical,Power Electronics Lab,Assessment,Automated Assessment,48,0,0.895,44.57,65.72,19.29,106.44,6.38,2026-04-03 10:30:00,2026-04-03 12:15:00,2026-04-03 10:52:18,2026-04-03 11:09:51,98.01,0.721,0.239,13,0.44,30.77,0.219,0.564,0.872,0.814
VSDT-02797,2026-04-03,OVERLAP,Overlapping practical classes,NEM,New Energy Materials,AI-Based Microstructure Analysis of Perovskite Solar Cells,Microscopy and Materials Imaging Lab,Analytics,Background Analytics,27,0,0.499,48.88,5.73,15.01,26.84,57.85,2026-04-03 08:30:00,2026-04-03 10:00:00,2026-04-03 08:36:49,2026-04-03 09:48:26,251.03,0.38,0.85,6,0.795,27.1,0.908,0.671,0.874,0.867
VSDT-02798,2026-04-03,NORMAL,Normal teaching day,NEM,New Energy Materials,Photovoltaic Thin-Film Characterization,Battery Materials Lab,Assessment,Automated Assessment,40,0,1,56.81,45.08,6.44,54.0,21.29,2026-04-03 08:30:00,2026-04-03 10:30:00,2026-04-03 08:34:41,2026-04-03 09:06:35,123.81,0.794,0.269,1,0.671,35.06,0.408,0.547,0.855,0.594
VSDT-02799,2026-04-03,EXAM,Exam-week priority load,NEM,New Energy Materials,Battery Thermal Safety Visualization,Battery Materials Lab,Assessment,Automated Assessment,33,1,1,36.22,49.73,13.69,97.25,11.74,2026-04-03 15:30:00,2026-04-03 17:15:00,2026-04-03 16:45:48,2026-04-03 17:12:20,111.04,0.811,0.456,9,0.448,33.97,0.517,0.679,0.958,0.5
VSDT-02800,2026-04-03,OVERLAP,Overlapping practical classes,DMED,Digital Media,XR Content Studio,3D Rendering Lab,Simulation,Interactive Simulation,32,0,0.723,69.22,51.37,6.51,37.38,12.66,2026-04-03 15:30:00,2026-04-03 17:15:00,2026-04-03 16:36:16,2026-04-03 17:04:23,103.44,0.948,0.283,14,0.73,39.22,0.53,0.734,0.95,0.587
VSDT-02801,2026-04-03,EDGE_STRESS,Edge-node congestion or partial failure,NEM,New Energy Materials,Supercapacitor Electrode Testing,NEM Digital Simulation Laboratory,Practice,Immersive Practical Session,36,0,0.976,64.25,55.67,27.93,149.44,16.47,2026-04-03 10:30:00,2026-04-03 12:15:00,2026-04-03 11:05:48,2026-04-03 11:35:12,83.19,0.957,0.122,20,0.606,13.56,0.8,0.729,0.843,0.943
VSDT-02802,2026-04-03,OVERLAP,Overlapping practical classes,ELEC,Electronics Training,Power Electronics Lab,Electronics Training Lab,Sync,Content Synchronization,41,0,0.39,30.85,6.23,9.16,155.27,7.12,2026-04-03 13:30:00,2026-04-03 15:15:00,2026-04-03 14:51:42,2026-04-03 15:12:00,170.96,0.227,0.84,15,0.561,41.62,0.322,0.935,0.835,0.728
VSDT-02803,2026-04-03,EDGE_STRESS,Edge-node congestion or partial failure,ELEC,Electronics Training,Control Systems Simulation,Power Electronics Lab,Simulation,Interactive Simulation,23,0,0.732,44.31,54.52,14.53,44.94,20.68,2026-04-03 08:30:00,2026-04-03 09:45:00,2026-04-03 08:34:08,2026-04-03 09:08:48,106.79,0.782,0.277,13,0.875,8.5,0.259,0.426,0.761,0.849
VSDT-02804,2026-04-03,OVERLAP,Overlapping practical classes,NEM,New Energy Materials,Photovoltaic Thin-Film Characterization,Photovoltaic Characterization Lab,Practice,Immersive Practical Session,48,0,0.921,61.88,92.92,17.9,208.4,20.31,2026-04-03 13:30:00,2026-04-03 15:15:00,2026-04-03 14:26:05,2026-04-03 14:51:34,93.54,0.866,0.136,9,0.53,37.63,0.946,0.534,0.983,0.656
VSDT-02805,2026-04-03,NORMAL,Normal teaching day,NEM,New Energy Materials,Photovoltaic Thin-Film Characterization,Battery Materials Lab,Practice,Immersive Practical Session,30,0,0.832,48.27,61.35,34.16,98.77,26.99,2026-04-03 10:30:00,2026-04-03 12:30:00,2026-04-03 10:51:25,2026-04-03 11:33:22,125.72,0.94,0.23,0,0.479,24.07,0.92,0.607,0.929,0.687
VSDT-02806,2026-04-03,EXAM,Exam-week priority load,ELEC,Electronics Training,Embedded Systems Practical,Electronics Training Lab,Assessment,Automated Assessment,22,1,0.921,62.95,22.73,5.77,47.76,18.25,2026-04-03 13:30:00,2026-04-03 14:45:00,2026-04-03 13:57:19,2026-04-03 14:19:57,76.9,0.807,0.365,8,0.828,38.16,0.82,0.657,0.851,0.833
VSDT-02807,2026-04-03,NET_DEG,Network degradation,NURS,Nursing Simulation,Patient Care Simulation,Clinical Skills Lab,Assessment,Automated Assessment,34,1,0.954,67.64,44.09,15.16,52.97,21.99,2026-04-03 13:30:00,2026-04-03 14:45:00,2026-04-03 14:17:05,2026-04-03 14:40:58,123.28,0.863,0.185,4,0.618,111.77,4.632,0.352,0.901,0.669
VSDT-02808,2026-04-03,EXAM,Exam-week priority load,AUTO,Automotive Technology,Automotive Fault Diagnosis,EV Training Lab,Simulation,Interactive Simulation,36,1,1,70.65,61.15,16.35,37.82,16.55,2026-04-03 10:30:00,2026-04-03 12:30:00,2026-04-03 11:19:44,2026-04-03 11:44:19,144.81,0.906,0.21,13,0.486,38.08,0.958,0.659,0.94,0.767
VSDT-02809,2026-04-03,EXAM,Exam-week priority load,IMFG,Intelligent Manufacturing,Industrial Process Monitoring,CNC Simulation Lab,Practice,Immersive Practical Session,30,1,1,78.49,52.03,16.72,141.4,14.97,2026-04-03 15:30:00,2026-04-03 17:30:00,2026-04-03 16:08:10,2026-04-03 16:31:08,124.55,0.856,0.103,10,0.622,11.02,0.907,0.781,0.978,0.911
VSDT-02810,2026-04-03,EXAM,Exam-week priority load,IMFG,Intelligent Manufacturing,Industrial Process Monitoring,Smart Manufacturing Lab,Assessment,Automated Assessment,19,1,0.957,43.86,57.34,11.96,46.79,23.8,2026-04-03 15:30:00,2026-04-03 16:45:00,2026-04-03 15:58:23,2026-04-03 16:33:19,89.21,0.725,0.142,9,0.462,41.49,0.789,0.557,0.853,0.817
VSDT-02811,2026-04-03,OVERLAP,Overlapping practical classes,NEM,New Energy Materials,Battery Thermal Safety Visualization,NEM Digital Simulation Laboratory,Simulation,Interactive Simulation,50,0,0.777,86.06,29.36,12.12,75.01,10.81,2026-04-03 13:30:00,2026-04-03 15:30:00,2026-04-03 14:01:38,2026-04-03 14:25:51,113.72,0.845,0.253,7,0.637,41.22,0.717,0.714,0.938,0.857
VSDT-02812,2026-04-03,NORMAL,Normal teaching day,ELEC,Electronics Training,Embedded Systems Practical,Power Electronics Lab,Simulation,Interactive Simulation,18,0,0.754,66.24,63.03,10.76,59.73,21.99,2026-04-03 15:30:00,2026-04-03 16:45:00,2026-04-03 16:24:42,2026-04-03 16:45:00,103.34,0.942,0.263,1,0.43,13.64,0.421,0.44,0.841,0.729
VSDT-02813,2026-04-03,NORMAL,Normal teaching day,ELEC,Electronics Training,Embedded Systems Practical,Power Electronics Lab,Practice,Immersive Practical Session,33,0,0.873,91.35,81.34,22.1,196.47,44.62,2026-04-03 08:30:00,2026-04-03 09:45:00,2026-04-03 08:31:07,2026-04-03 09:25:45,70.22,0.936,0.074,6,0.559,10.0,0.488,0.716,0.914,0.6
VSDT-02814,2026-04-03,OVERLAP,Overlapping practical classes,AUTO,Automotive Technology,Engine Simulation,EV Training Lab,Analytics,Background Analytics,29,0,0.23,43.41,38.84,33.27,27.26,36.77,2026-04-03 08:30:00,2026-04-03 10:30:00,2026-04-03 08:58:14,2026-04-03 09:41:35,301.7,0.232,0.825,8,0.529,40.31,0.122,0.727,0.822,0.545
VSDT-02815,2026-04-03,EDGE_STRESS,Edge-node congestion or partial failure,NEM,New Energy Materials,Advanced Battery Management Systems and Material Characterization,NEM Digital Simulation Laboratory,Simulation,Interactive Simulation,35,0,0.878,50.56,69.13,17.23,115.33,9.53,2026-04-03 10:30:00,2026-04-03 12:00:00,2026-04-03 11:19:26,2026-04-03 11:43:01,132.17,0.809,0.228,17,0.66,20.81,0.31,0.375,0.753,0.643
VSDT-02816,2026-04-03,NET_DEG,Network degradation,NEM,New Energy Materials,Cathode Material Preparation Digital Twin,Battery Materials Lab,Simulation,Interactive Simulation,28,0,0.88,57.99,56.47,10.31,53.37,28.43,2026-04-03 15:30:00,2026-04-03 17:30:00,2026-04-03 16:56:36,2026-04-03 17:30:00,129.32,0.759,0.206,7,0.553,55.85,2.379,0.728,0.822,0.575
VSDT-02817,2026-04-06,NET_DEG,Network degradation,ELEC,Electronics Training,Sensor Calibration and Data Logging,Power Electronics Lab,Simulation,Interactive Simulation,42,0,0.783,57.74,49.36,6.41,139.88,24.47,2026-04-06 10:30:00,2026-04-06 12:00:00,2026-04-06 10:50:11,2026-04-06 11:26:12,151.78,0.844,0.345,6,0.48,71.8,3.963,0.579,0.879,0.712
VSDT-02818,2026-04-06,EDGE_STRESS,Edge-node congestion or partial failure,IMFG,Intelligent Manufacturing,Robot Cell Control,CNC Simulation Lab,Practice,Immersive Practical Session,34,0,0.914,66.65,71.32,20.39,92.06,42.21,2026-04-06 08:30:00,2026-04-06 09:45:00,2026-04-06 09:13:05,2026-04-06 09:45:00,90.59,0.89,0.188,14,0.747,33.34,0.409,0.761,0.597,0.906
VSDT-02819,2026-04-06,EXAM,Exam-week priority load,AUTO,Automotive Technology,EV Maintenance Practical,Automotive Simulation Lab,Assessment,Automated Assessment,30,1,0.927,43.02,17.9,9.92,64.29,8.41,2026-04-06 13:30:00,2026-04-06 15:30:00,2026-04-06 14:44:24,2026-04-06 15:04:16,79.23,0.667,0.342,16,0.703,33.86,0.851,0.688,0.95,0.678
VSDT-02820,2026-04-06,EDGE_STRESS,Edge-node congestion or partial failure,DMED,Digital Media,Immersive Design Assessment,3D Rendering Lab,Practice,Immersive Practical Session,25,0,0.839,42.87,78.4,25.6,161.17,15.11,2026-04-06 13:30:00,2026-04-06 15:15:00,2026-04-06 14:24:42,2026-04-06 14:48:59,76.54,0.856,0.154,20,0.912,27.9,0.215,0.583,0.771,0.691
VSDT-02821,2026-04-06,NET_DEG,Network degradation,AUTO,Automotive Technology,Sensor Calibration Lab,EV Training Lab,Practice,Immersive Practical Session,31,0,0.858,76.21,68.62,13.56,128.21,18.0,2026-04-06 08:30:00,2026-04-06 10:15:00,2026-04-06 09:28:30,2026-04-06 10:01:33,88.94,0.962,0.135,1,0.474,71.59,4.396,0.729,0.818,0.498
VSDT-02822,2026-04-06,EXAM,Exam-week priority load,NEM,New Energy Materials,Advanced Battery Management Systems and Material Characterization,Battery Materials Lab,Practice,Immersive Practical Session,35,1,0.961,68.23,92.61,15.28,201.43,38.58,2026-04-06 15:30:00,2026-04-06 17:00:00,2026-04-06 16:11:45,2026-04-06 16:59:23,119.22,0.991,0.13,8,0.707,16.2,0.163,0.84,0.884,0.647
VSDT-02823,2026-04-06,OVERLAP,Overlapping practical classes,NEM,New Energy Materials,Photovoltaic Thin-Film Characterization,NEM Digital Simulation Laboratory,Practice,Immersive Practical Session,43,0,0.965,78.81,77.86,26.53,87.25,24.97,2026-04-06 15:30:00,2026-04-06 17:15:00,2026-04-06 15:49:14,2026-04-06 16:24:05,96.57,0.997,0.081,16,0.673,37.18,0.763,0.595,0.865,0.672
VSDT-02824,2026-04-06,NORMAL,Normal teaching day,DMED,Digital Media,3D Rendering Lab,3D Rendering Lab,Practice,Immersive Practical Session,30,0,0.893,52.84,49.71,25.95,159.58,37.86,2026-04-06 13:30:00,2026-04-06 14:45:00,2026-04-06 14:10:50,2026-04-06 14:45:00,78.24,0.977,0.149,2,0.55,37.78,0.886,0.58,0.887,0.603
VSDT-02825,2026-04-06,OVERLAP,Overlapping practical classes,ELEC,Electronics Training,AI-Assisted Circuit Testing,Power Electronics Lab,Analytics,Background Analytics,34,0,0.403,52.68,46.65,14.15,52.53,31.35,2026-04-06 10:30:00,2026-04-06 12:30:00,2026-04-06 12:09:35,2026-04-06 12:30:00,336.43,0.265,0.843,12,0.631,8.71,0.225,0.791,0.825,0.888
VSDT-02826,2026-04-06,OVERLAP,Overlapping practical classes,IMFG,Intelligent Manufacturing,Industrial Process Monitoring,Smart Manufacturing Lab,Assessment,Automated Assessment,35,0,0.937,53.22,62.08,8.04,65.93,9.26,2026-04-06 15:30:00,2026-04-06 17:15:00,2026-04-06 16:35:14,2026-04-06 16:52:12,95.83,0.903,0.297,12,0.885,17.29,0.586,0.625,0.826,0.679
VSDT-02827,2026-04-06,OVERLAP,Overlapping practical classes,ELEC,Electronics Training,Power Electronics Lab,Power Electronics Lab,Sync,Content Synchronization,48,0,0.405,29.14,5.86,5.65,151.5,4.25,2026-04-06 08:30:00,2026-04-06 10:00:00,2026-04-06 09:01:52,2026-04-06 09:15:58,259.24,0.464,0.9,9,0.788,38.24,0.289,0.577,0.824,0.746
VSDT-02828,2026-04-06,OVERLAP,Overlapping practical classes,NEM,New Energy Materials,Cathode Material Preparation Digital Twin,Photovoltaic Characterization Lab,Practice,Immersive Practical Session,48,0,0.853,67.5,100,11.7,148.03,32.89,2026-04-06 08:30:00,2026-04-06 10:15:00,2026-04-06 09:17:13,2026-04-06 10:02:31,99.3,0.82,0.062,12,0.557,24.4,0.832,0.928,0.863,0.619
VSDT-02829,2026-04-06,NORMAL,Normal teaching day,NEM,New Energy Materials,Cathode Material Preparation Digital Twin,Battery Materials Lab,Assessment,Automated Assessment,22,1,1,57.86,55.21,6.88,86.19,23.36,2026-04-06 08:30:00,2026-04-06 10:30:00,2026-04-06 10:02:59,2026-04-06 10:30:00,76.66,0.711,0.155,2,0.494,26.44,0.556,0.705,0.988,0.668
VSDT-02830,2026-04-06,NET_DEG,Network degradation,NEM,New Energy Materials,Electrochemical Impedance Spectroscopy for Solid-State Batteries,NEM Digital Simulation Laboratory,Assessment,Automated Assessment,18,0,1,36.96,48.13,6.82,60.84,18.64,2026-04-06 08:30:00,2026-04-06 10:15:00,2026-04-06 08:52:13,2026-04-06 09:24:48,65.0,0.899,0.209,2,0.565,97.7,4.471,0.739,0.906,0.373
VSDT-02831,2026-04-06,OVERLAP,Overlapping practical classes,NEM,New Energy Materials,Supercapacitor Electrode Testing,Microscopy and Materials Imaging Lab,Sync,Content Synchronization,36,0,0.43,27.14,6.57,7.79,169.33,11.61,2026-04-06 08:30:00,2026-04-06 09:45:00,2026-04-06 09:18:30,2026-04-06 09:45:00,163.92,0.298,0.8,8,0.648,30.0,0.603,0.871,0.907,0.696
VSDT-02832,2026-04-06,NORMAL,Normal teaching day,AUTO,Automotive Technology,Automotive Fault Diagnosis,EV Training Lab,Analytics,Background Analytics,34,0,0.493,42.94,33.8,19.75,71.75,47.22,2026-04-06 13:30:00,2026-04-06 15:15:00,2026-04-06 13:55:16,2026-04-06 15:04:26,475.93,0.253,0.724,4,0.527,17.69,0.764,0.416,0.915,0.359
VSDT-02833,2026-04-06,OVERLAP,Overlapping practical classes,DMED,Digital Media,XR Content Studio,XR Media Studio,Sync,Content Synchronization,42,0,0.46,23.6,11.65,7.96,78.56,11.46,2026-04-06 10:30:00,2026-04-06 11:45:00,2026-04-06 10:54:34,2026-04-06 11:12:45,312.59,0.297,0.885,14,0.616,20.69,0.804,0.717,0.906,0.488
VSDT-02834,2026-04-06,EXAM,Exam-week priority load,DMED,Digital Media,Immersive Design Assessment,XR Media Studio,Assessment,Automated Assessment,32,1,0.886,65.45,26.13,8.6,39.96,17.26,2026-04-06 15:30:00,2026-04-06 17:00:00,2026-04-06 16:01:13,2026-04-06 16:24:06,91.79,0.675,0.164,12,0.458,19.43,0.501,0.536,0.965,0.883
VSDT-02835,2026-04-06,EDGE_STRESS,Edge-node congestion or partial failure,NEM,New Energy Materials,High-Resolution Microscopy Stream Analysis,Battery Materials Lab,Practice,Immersive Practical Session,41,0,0.999,71.93,100,15.6,135.49,28.35,2026-04-06 08:30:00,2026-04-06 10:15:00,2026-04-06 08:35:38,2026-04-06 09:16:27,127.83,0.96,0.183,16,0.703,38.73,0.336,0.634,0.762,0.831
VSDT-02836,2026-04-06,NET_DEG,Network degradation,DMED,Digital Media,XR Content Studio,XR Media Studio,Practice,Immersive Practical Session,21,0,0.953,44.67,56.56,17.62,142.8,38.19,2026-04-06 10:30:00,2026-04-06 12:30:00,2026-04-06 11:51:13,2026-04-06 12:30:00,102.83,0.838,0.232,3,0.678,51.86,4.085,0.759,0.889,0.737
VSDT-02837,2026-04-06,OVERLAP,Overlapping practical classes,AUTO,Automotive Technology,Automotive Fault Diagnosis,Automotive Simulation Lab,Analytics,Background Analytics,50,0,0.454,48.24,7.48,27.58,81.37,39.7,2026-04-06 10:30:00,2026-04-06 12:00:00,2026-04-06 11:22:06,2026-04-06 12:00:00,376.53,0.103,0.708,8,0.82,20.03,0.306,0.899,0.82,0.565
VSDT-02838,2026-04-06,EXAM,Exam-week priority load,IMFG,Intelligent Manufacturing,CNC Virtual Workshop,CNC Simulation Lab,Assessment,Automated Assessment,28,1,0.975,52.72,25.78,13.04,68.69,17.49,2026-04-06 10:30:00,2026-04-06 12:15:00,2026-04-06 11:10:54,2026-04-06 11:31:13,77.95,0.886,0.459,12,0.626,23.18,0.612,0.492,0.828,0.494
VSDT-02839,2026-04-06,NORMAL,Normal teaching day,NEM,New Energy Materials,Cathode Material Preparation Digital Twin,Battery Materials Lab,Practice,Immersive Practical Session,29,0,1,60.34,82.42,10.19,78.74,43.9,2026-04-06 15:30:00,2026-04-06 17:30:00,2026-04-06 16:47:58,2026-04-06 17:30:00,101.34,0.917,0.127,4,0.45,8.51,0.598,0.596,0.828,0.332
VSDT-02840,2026-04-06,NET_DEG,Network degradation,ELEC,Electronics Training,Power Electronics Lab,Power Electronics Lab,Analytics,Background Analytics,35,0,0.391,38.16,27.08,30.49,73.53,17.5,2026-04-06 08:30:00,2026-04-06 10:30:00,2026-04-06 09:20:51,2026-04-06 09:49:56,490.28,0.312,0.673,7,0.498,102.37,5.54,0.682,0.866,0.396
VSDT-02841,2026-04-06,OVERLAP,Overlapping practical classes,AUTO,Automotive Technology,Automotive Fault Diagnosis,EV Training Lab,Practice,Immersive Practical Session,39,0,0.889,54.22,55.44,27.22,187.93,27.83,2026-04-06 08:30:00,2026-04-06 10:00:00,2026-04-06 08:31:38,2026-04-06 09:06:15,105.49,0.899,0.223,10,0.534,22.09,0.063,0.94,0.876,0.62
VSDT-02842,2026-04-06,EDGE_STRESS,Edge-node congestion or partial failure,IMFG,Intelligent Manufacturing,Industrial Process Monitoring,Smart Manufacturing Lab,Analytics,Background Analytics,24,0,0.339,62.17,34.98,29.26,28.9,48.17,2026-04-06 13:30:00,2026-04-06 15:15:00,2026-04-06 14:21:55,2026-04-06 15:07:21,419.87,0.228,0.904,21,0.926,25.93,0.41,0.554,0.772,0.939
VSDT-02843,2026-04-06,OVERLAP,Overlapping practical classes,DMED,Digital Media,Immersive Design Assessment,3D Rendering Lab,Assessment,Automated Assessment,34,0,0.92,34.39,26.81,12.04,65.6,7.31,2026-04-06 10:30:00,2026-04-06 12:15:00,2026-04-06 11:21:48,2026-04-06 11:35:45,104.56,0.611,0.457,12,0.855,34.05,0.932,0.879,0.9,0.842
VSDT-02844,2026-04-06,NET_DEG,Network degradation,NEM,New Energy Materials,Advanced Battery Management Systems and Material Characterization,Battery Materials Lab,Assessment,Automated Assessment,27,1,0.984,41.1,46.31,15.7,58.9,17.47,2026-04-06 13:30:00,2026-04-06 14:45:00,2026-04-06 14:21:21,2026-04-06 14:45:00,90.95,0.938,0.174,3,0.426,126.76,5.093,0.703,0.756,0.495
VSDT-02845,2026-04-06,EXAM,Exam-week priority load,IMFG,Intelligent Manufacturing,Quality Inspection Simulation,CNC Simulation Lab,Assessment,Automated Assessment,18,1,1,70.34,57.87,15.39,89.4,21.41,2026-04-06 13:30:00,2026-04-06 15:15:00,2026-04-06 14:51:09,2026-04-06 15:15:00,87.08,0.632,0.436,10,0.574,10.76,0.692,0.524,0.855,0.792
VSDT-02846,2026-04-06,EDGE_STRESS,Edge-node congestion or partial failure,IMFG,Intelligent Manufacturing,CNC Virtual Workshop,Smart Manufacturing Lab,Simulation,Interactive Simulation,20,0,0.734,54.85,51.24,9.73,85.61,26.1,2026-04-06 15:30:00,2026-04-06 17:30:00,2026-04-06 16:20:20,2026-04-06 17:00:29,90.27,0.966,0.183,20,0.851,40.22,0.795,0.64,0.718,0.78
