TaskID,UrgencyScore,FairnessCorrection,CongestionRisk,VEPS_PriorityScore,AssignedResourceLayer,AssignedResourceID,PlacementUtility
VSDT-03558,0,0.071,0.2835,0.3709,Local Edge,EDGE-03,0.5789
VSDT-03559,0.5723,0.3402,0.5062,0.5658,Local Edge,EDGE-05,0.6423
VSDT-03560,0,-0.55,0.4422,0.4847,Cloud,CLOUD-13,0.5562
VSDT-03561,0.77,0.0699,0.3104,0.6748,Local Edge,EDGE-03,0.656
VSDT-03562,0.5573,0.2307,0.4298,0.651,Peer Edge,EDGE-08,0.6112
VSDT-03563,0.7867,0.1014,0.3971,0.5345,Local Edge,EDGE-02,0.6013
VSDT-03564,0.6732,-0.55,0.336,0.6759,Peer Edge,EDGE-07,0.6409
VSDT-03565,0.6598,0.2295,0.5272,0.5115,Peer Edge,EDGE-09,0.5436
VSDT-03566,0.5154,0.2278,0.3398,0.6519,Local Edge,EDGE-04,0.6584
VSDT-03567,0,0.2261,0.5129,0.382,Local Edge,EDGE-01,0.5109
VSDT-03568,0.5388,0.3402,0.3216,0.5282,Local Edge,EDGE-06,0.6667
VSDT-03569,0.7844,-0.55,0.4184,0.7342,Local Edge,EDGE-01,0.6949
VSDT-03570,0.4737,0.0707,0.2042,0.4682,Local Edge,EDGE-03,0.6249
VSDT-03571,0.5033,0.0691,0.3784,0.489,Local Edge,EDGE-06,0.5815
VSDT-03572,0,-0.55,0.347,0.3728,Local Edge,EDGE-03,0.552
VSDT-03573,0.6843,0.1021,0.3681,0.6786,Local Edge,EDGE-06,0.6808
VSDT-03574,0.3469,0.2257,0.3803,0.5978,Local Edge,EDGE-01,0.6442
VSDT-03575,0.1796,-0.55,0.3734,0.5483,Local Edge,EDGE-02,0.6092
VSDT-03576,0.3434,0.1011,0.3337,0.3987,Local Edge,EDGE-06,0.5542
VSDT-03577,0.3507,0.0994,0.4793,0.2392,Cloud,CLOUD-13,0.4078
VSDT-03578,0,0.2248,0.4378,0.144,Cloud,CLOUD-12,0.4024
VSDT-03579,0,0.2231,0.3371,0.3855,Local Edge,EDGE-02,0.5932
VSDT-03580,0.7429,0.0692,0.3813,0.5531,Peer Edge,EDGE-11,0.601
VSDT-03581,0.0581,-0.55,0.3444,0.3918,Local Edge,EDGE-06,0.5628
VSDT-03582,0,-0.55,0.3739,0.5136,Local Edge,EDGE-02,0.6016
VSDT-03583,0.6536,0.3408,0.4068,0.5191,Cloud,CLOUD-14,0.5864
VSDT-03584,0.3576,-0.55,0.4221,0.2104,Peer Edge,EDGE-09,0.4007
VSDT-03585,0.5092,0.0685,0.4013,0.6474,Local Edge,EDGE-04,0.6513
VSDT-03586,0.7233,0.0669,0.4804,0.685,Local Edge,EDGE-04,0.6293
VSDT-03587,0.6363,0.2246,0.3215,0.5068,Local Edge,EDGE-04,0.6027
VSDT-03588,0.5607,0.2229,0.4837,0.636,Local Edge,EDGE-05,0.6355
VSDT-03589,0,-0.55,0.4876,0.1381,Cloud,CLOUD-13,0.3559
VSDT-03590,0,-0.55,0.3999,0.3303,Cloud,CLOUD-12,0.4989
VSDT-03591,0.2245,0.0665,0.3689,0.4256,Local Edge,EDGE-03,0.5854
VSDT-03592,0.6564,0.3542,0.4458,0.5445,Local Edge,EDGE-01,0.6296
VSDT-03593,0,-0.55,0.3236,0.3645,Local Edge,EDGE-01,0.5669
VSDT-03594,0.8217,0.1015,0.2864,0.7566,Local Edge,EDGE-04,0.7267
VSDT-03595,0.6763,0.2225,0.3466,0.5541,Local Edge,EDGE-02,0.656
VSDT-03596,0.1977,0.3414,0.4097,0.219,Cloud,CLOUD-13,0.44
VSDT-03597,0.5965,0.3397,0.467,0.3695,Peer Edge,EDGE-11,0.4637
VSDT-03598,0.5226,-0.55,0.4082,0.4623,Local Edge,EDGE-02,0.5512
VSDT-03599,0.5833,0.1011,0.4567,0.2673,Peer Edge,EDGE-11,0.385
VSDT-03600,0,0.0994,0.3092,0.4017,Local Edge,EDGE-04,0.5924
VSDT-03601,0.5353,0.0994,0.3068,0.6876,Local Edge,EDGE-01,0.6856
VSDT-03602,0.6515,-0.55,0.4113,0.6913,Local Edge,EDGE-03,0.6616
VSDT-03603,0.3371,0.3389,0.3591,0.4221,Cloud,CLOUD-12,0.5977
VSDT-03604,0.4883,-0.55,0.432,0.2257,Peer Edge,EDGE-10,0.3888
VSDT-03605,0.3432,-0.55,0.4531,0.4539,Local Edge,EDGE-06,0.5278
VSDT-03606,0.236,0.3376,0.3036,0.428,Local Edge,EDGE-04,0.6215
VSDT-03607,0.6858,0.0992,0.2312,0.5201,Cloud,CLOUD-14,0.618
VSDT-03608,0.4942,0.069,0.3303,0.4485,Local Edge,EDGE-04,0.5806
VSDT-03609,0.6655,-0.55,0.438,0.6311,Peer Edge,EDGE-08,0.623
VSDT-03610,0.5072,-0.55,0.2902,0.634,Local Edge,EDGE-06,0.6589
VSDT-03611,0.6815,0.068,0.2757,0.6604,Local Edge,EDGE-03,0.6739
VSDT-03612,0.2855,0.3369,0.3256,0.5889,Local Edge,EDGE-04,0.6525
VSDT-03613,0.1569,0.2248,0.446,0.4158,Local Edge,EDGE-01,0.5607
VSDT-03614,0,-0.55,0.4265,0.361,Local Edge,EDGE-06,0.5425
VSDT-03615,0.5737,0.3564,0.3844,0.7038,Local Edge,EDGE-06,0.7079
VSDT-03616,0.2598,0.3357,0.5238,0.3986,Peer Edge,EDGE-10,0.4901
VSDT-03617,0.3618,-0.55,0.4966,0.4656,Local Edge,EDGE-02,0.5246
VSDT-03618,0,0.3551,0.3743,0.3527,Local Edge,EDGE-03,0.5389
VSDT-03619,0.689,0.3534,0.4825,0.5357,Local Edge,EDGE-04,0.6028
VSDT-03620,0,0.2243,0.4818,0.3663,Local Edge,EDGE-04,0.5258
VSDT-03621,0.5804,0.3519,0.5106,0.2432,Cloud,CLOUD-14,0.4094
VSDT-03622,0.4118,-0.55,0.4024,0.6178,Local Edge,EDGE-01,0.6185
VSDT-03623,0.8123,0.1016,0.325,0.3577,Cloud,CLOUD-12,0.4861
VSDT-03624,0.2722,-0.55,0.5575,0.4173,Peer Edge,EDGE-07,0.516
VSDT-03625,0.5308,0.3508,0.3279,0.5568,Local Edge,EDGE-06,0.6679
VSDT-03626,0,0.1006,0.3492,0.1338,Cloud,CLOUD-12,0.3927
VSDT-03627,0.4334,0.2239,0.3746,0.6408,Local Edge,EDGE-05,0.6808
VSDT-03628,0.2892,0.3361,0.379,0.4323,Cloud,CLOUD-12,0.535
VSDT-03629,0.5796,-0.55,0.4129,0.4998,Local Edge,EDGE-03,0.5925
VSDT-03630,0.5113,0.3346,0.401,0.6664,Local Edge,EDGE-06,0.6862
VSDT-03631,0.6883,-0.55,0.3266,0.6639,Peer Edge,EDGE-07,0.6539
VSDT-03632,0.2104,0.102,0.302,0.1754,Cloud,CLOUD-13,0.4068
VSDT-03633,0.7398,0.2235,0.4228,0.6016,Local Edge,EDGE-05,0.6305
VSDT-03634,0.2075,0.0723,0.4394,0.4182,Local Edge,EDGE-05,0.5762
VSDT-03635,0.0584,0.3508,0.4208,0.3998,Local Edge,EDGE-05,0.5699
VSDT-03636,0.3132,0.1012,0.303,0.4494,Local Edge,EDGE-05,0.6027
VSDT-03637,0.5158,0.3493,0.3127,0.692,Local Edge,EDGE-01,0.7258
VSDT-03638,0.5734,0.0999,0.4025,0.2721,Local Edge,EDGE-03,0.4328
VSDT-03639,0.8314,0.3478,0.3881,0.613,Peer Edge,EDGE-11,0.6559
VSDT-03640,0.5219,0.3461,0.336,0.5208,Local Edge,EDGE-02,0.6431
VSDT-03641,0.8206,-0.55,0.339,0.3741,Local Edge,EDGE-04,0.4766
VSDT-03642,0.3923,-0.55,0.3274,0.4602,Local Edge,EDGE-02,0.5867
VSDT-03643,0.3395,0.224,0.3142,0.4564,Local Edge,EDGE-05,0.6082
VSDT-03644,0.5999,-0.55,0.26,0.665,Cloud,CLOUD-13,0.6662
VSDT-03645,0,-0.55,0.3507,0.2517,Cloud,CLOUD-14,0.425
VSDT-03646,0.3221,-0.55,0.4603,0.4076,Local Edge,EDGE-05,0.5092
VSDT-03647,0.6446,0.2229,0.3228,0.664,Local Edge,EDGE-04,0.6743
VSDT-03648,0.6324,0.0742,0.2172,0.5475,Local Edge,EDGE-04,0.663
VSDT-03649,0.5511,0.1008,0.474,0.4787,Local Edge,EDGE-05,0.5397
VSDT-03650,0.6811,0.0992,0.392,0.5153,Cloud,CLOUD-14,0.59
VSDT-03651,0.3414,0.3463,0.4437,0.4134,Local Edge,EDGE-01,0.5468
VSDT-03652,0.5948,0.3446,0.3755,0.5144,Peer Edge,EDGE-11,0.6286
VSDT-03653,0.826,0.343,0.4613,0.4396,Local Edge,EDGE-02,0.5239
VSDT-03654,0.6158,0.0985,0.3427,0.4666,Local Edge,EDGE-03,0.5173
VSDT-03655,0.1901,-0.55,0.1955,0.1812,Cloud,CLOUD-12,0.4311
VSDT-03656,0.5339,0.0746,0.3714,0.2819,Local Edge,EDGE-03,0.4604
VSDT-03657,0.5679,0.073,0.4994,0.4924,Local Edge,EDGE-01,0.5805
VSDT-03658,0,0.0714,0.2258,0.3583,Local Edge,EDGE-01,0.5693
VSDT-03659,0.2983,0.3386,0.2908,0.2364,Cloud,CLOUD-12,0.4896
VSDT-03660,0.4412,0.3425,0.5499,0.49,Peer Edge,EDGE-07,0.5642
VSDT-03661,0.1619,-0.55,0.512,0.3959,Local Edge,EDGE-06,0.5271
VSDT-03662,0,-0.55,0.4132,0.358,Local Edge,EDGE-01,0.5521
VSDT-03663,0.4749,0.0992,0.239,0.5238,Local Edge,EDGE-04,0.6423
VSDT-03664,0.5586,0.2251,0.374,0.6749,Local Edge,EDGE-01,0.6791
VSDT-03665,0.5896,-0.55,0.2327,0.5272,Local Edge,EDGE-01,0.6186
VSDT-03666,0.8056,0.3381,0.235,0.7353,Peer Edge,EDGE-08,0.7182
VSDT-03667,0.2691,0.3421,0.3415,0.4338,Local Edge,EDGE-03,0.6178
VSDT-03668,0,-0.55,0.3635,0.3742,Local Edge,EDGE-06,0.5617
VSDT-03669,0.8379,0.0725,0.3051,0.3503,Local Edge,EDGE-01,0.4699
VSDT-03670,0.3678,0.2245,0.3016,0.1984,Peer Edge,EDGE-11,0.4275
VSDT-03671,0.7908,-0.55,0.3652,0.5513,Local Edge,EDGE-02,0.621
VSDT-03672,0.4922,-0.55,0.3793,0.5351,Local Edge,EDGE-03,0.6091
VSDT-03673,0,-0.55,0.3729,0.392,Local Edge,EDGE-02,0.5533
VSDT-03674,0.6074,-0.55,0.4083,0.4881,Peer Edge,EDGE-07,0.5331
VSDT-03675,0.6194,0.1001,0.3802,0.3013,Local Edge,EDGE-05,0.4757
VSDT-03676,0.434,0.3414,0.2063,0.2662,Peer Edge,EDGE-08,0.5015
VSDT-03677,0.2335,0.3379,0.1931,0.4492,Local Edge,EDGE-06,0.6208
VSDT-03678,0.6546,-0.55,0.4211,0.7138,Local Edge,EDGE-04,0.6833
VSDT-03679,0.5638,-0.55,0.4474,0.4831,Peer Edge,EDGE-11,0.5418
VSDT-03680,0.4248,-0.55,0.392,0.5008,Peer Edge,EDGE-09,0.602
VSDT-03681,0.5058,-0.55,0.2445,0.4509,Local Edge,EDGE-02,0.5739
VSDT-03682,0.7016,-0.55,0.3586,0.6686,Local Edge,EDGE-06,0.6641
VSDT-03683,0.1929,0.0741,0.4341,0.5806,Local Edge,EDGE-02,0.6192
VSDT-03684,0.6854,0.2253,0.4499,0.6848,Cloud,CLOUD-14,0.6342
VSDT-03685,0.5164,0.1023,0.4697,0.5058,Local Edge,EDGE-02,0.5466
VSDT-03686,0.6386,0.2239,0.2374,0.5317,Local Edge,EDGE-01,0.6591
VSDT-03687,0.0801,-0.55,0.3613,0.2881,Peer Edge,EDGE-11,0.442
VSDT-03688,0.8722,0.0752,0.2597,0.7169,Local Edge,EDGE-04,0.7035
VSDT-03689,0.3372,0.0736,0.5358,0.4672,Peer Edge,EDGE-07,0.5122
VSDT-03690,0.6618,0.3385,0.4017,0.339,Local Edge,EDGE-04,0.4774
VSDT-03691,0.4856,0.0723,0.2944,0.2134,Local Edge,EDGE-02,0.4168
VSDT-03692,0.6499,-0.55,0.3878,0.6391,Peer Edge,EDGE-10,0.6168
VSDT-03693,0.5927,0.1027,0.4414,0.6585,Local Edge,EDGE-06,0.648
VSDT-03694,0.1474,0.0713,0.3869,0.3914,Local Edge,EDGE-01,0.5702
VSDT-03695,0.4602,0.3377,0.3919,0.2741,Local Edge,EDGE-05,0.4476
VSDT-03696,0,0.3377,0.4997,0.3409,Local Edge,EDGE-01,0.5089
VSDT-03697,0.635,0.2244,0.3391,0.7138,Local Edge,EDGE-03,0.7248
VSDT-03698,0,0.2228,0.3611,0.1216,Cloud,CLOUD-12,0.3942
VSDT-03699,0.2026,0.3364,0.4512,0.5605,Local Edge,EDGE-03,0.593
VSDT-03700,0.2067,0.3348,0.3046,0.3193,Cloud,CLOUD-12,0.4714
VSDT-03701,0.6282,0.3443,0.3723,0.3594,Local Edge,EDGE-06,0.5283
VSDT-03702,0,-0.55,0.4121,0.1614,Cloud,CLOUD-12,0.375
VSDT-03703,0.543,-0.55,0.337,0.4809,Local Edge,EDGE-06,0.5913
VSDT-03704,0.3095,-0.55,0.2792,0.5995,Local Edge,EDGE-06,0.6465
VSDT-03705,0.4092,0.1039,0.2494,0.5176,Local Edge,EDGE-06,0.6407
VSDT-03706,0,0.0724,0.4275,0.5036,Local Edge,EDGE-04,0.6182
VSDT-03707,0,0.3434,0.367,0.3615,Local Edge,EDGE-06,0.561
VSDT-03708,0.5508,0.3434,0.2045,0.5616,Local Edge,EDGE-01,0.7056
VSDT-03709,0.1473,0.3344,0.3166,0.4049,Local Edge,EDGE-05,0.6006
VSDT-03710,0.5515,-0.55,0.3105,0.5431,Local Edge,EDGE-01,0.641
VSDT-03711,0,0.3422,0.5342,0.1427,Cloud,CLOUD-13,0.3672
VSDT-03712,0.6213,0.2236,0.3073,0.6997,Local Edge,EDGE-06,0.7161
VSDT-03713,0.5756,0.0719,0.3074,0.685,Local Edge,EDGE-05,0.7062
VSDT-03714,0.7649,-0.55,0.4641,0.7001,Local Edge,EDGE-03,0.6299
VSDT-03715,0.2172,0.3426,0.3709,0.4686,Local Edge,EDGE-05,0.6314
VSDT-03716,0.6928,0.2225,0.5377,0.5339,Peer Edge,EDGE-10,0.5513
VSDT-03717,0.2764,-0.55,0.3021,0.5652,Local Edge,EDGE-03,0.6373
VSDT-03718,0.6028,0.2211,0.4997,0.5112,Peer Edge,EDGE-08,0.5279
VSDT-03719,0.1353,-0.55,0.347,0.5331,Peer Edge,EDGE-07,0.5828
VSDT-03720,0,-0.55,0.2803,0.3676,Local Edge,EDGE-04,0.566
VSDT-03721,0.7424,0.3346,0.3113,0.7513,Local Edge,EDGE-02,0.7423
VSDT-03722,0.4133,0.3329,0.5018,0.6129,Peer Edge,EDGE-07,0.6357
VSDT-03723,0.1752,0.1078,0.3114,0.4321,Local Edge,EDGE-03,0.6158
VSDT-03724,0.593,-0.55,0.3841,0.3608,Local Edge,EDGE-02,0.4786
VSDT-03725,0.3008,0.3428,0.4544,0.4309,Cloud,CLOUD-14,0.5986
VSDT-03726,0.5317,0.3411,0.4438,0.5081,Local Edge,EDGE-01,0.5958
VSDT-03727,0.7744,0.107,0.2707,0.5321,Local Edge,EDGE-01,0.5697
VSDT-03728,0.4758,0.0759,0.3898,0.6478,Local Edge,EDGE-03,0.6287
VSDT-03729,0,0.0744,0.5212,0.3429,Local Edge,EDGE-06,0.4864
VSDT-03730,0,0.2221,0.3321,0.4883,Local Edge,EDGE-06,0.5916
VSDT-03731,0.5606,0.2221,0.3283,0.5372,Local Edge,EDGE-03,0.6642
VSDT-03732,0.4384,0.2205,0.2615,0.5,Local Edge,EDGE-04,0.6426
VSDT-03733,0.4358,-0.55,0.2499,0.311,Cloud,CLOUD-13,0.5071
VSDT-03734,0.5783,0.3407,0.3741,0.4664,Local Edge,EDGE-03,0.59
VSDT-03735,0.462,-0.55,0.3847,0.2323,Peer Edge,EDGE-09,0.3945
VSDT-03736,0,-0.55,0.2745,0.2982,Peer Edge,EDGE-11,0.4953
VSDT-03737,0.0634,0.2196,0.2151,0.4158,Local Edge,EDGE-03,0.6312
VSDT-03738,0,-0.55,0.3186,0.3416,Cloud,CLOUD-13,0.4919
VSDT-03739,0.1425,-0.55,0.374,0.5623,Local Edge,EDGE-04,0.6219
VSDT-03740,0.5595,0.0751,0.4665,0.5066,Local Edge,EDGE-04,0.5844
VSDT-03741,0.5029,0.1082,0.3472,0.524,Local Edge,EDGE-06,0.6217
VSDT-03742,0.5218,-0.55,0.2087,0.6794,Local Edge,EDGE-02,0.7061
VSDT-03743,0.7824,0.1069,0.3054,0.3416,Local Edge,EDGE-06,0.4725
VSDT-03744,0.7501,0.2192,0.4457,0.6902,Peer Edge,EDGE-10,0.6244
VSDT-03745,0.7379,0.2176,0.3618,0.7109,Peer Edge,EDGE-08,0.69
VSDT-03746,0.5919,-0.55,0.4793,0.5234,Local Edge,EDGE-05,0.5697
VSDT-03747,0,-0.55,0.3708,0.0883,Peer Edge,EDGE-10,0.357
VSDT-03748,0.6581,0.3413,0.2627,0.556,Peer Edge,EDGE-08,0.6194
VSDT-03749,0.8514,0.3397,0.5223,0.5777,Local Edge,EDGE-03,0.5819
VSDT-03750,0.4889,0.3362,0.3866,0.4768,Peer Edge,EDGE-08,0.5734
VSDT-03751,0.6256,0.2172,0.4377,0.6487,Local Edge,EDGE-06,0.6485
VSDT-03752,0.6085,0.2156,0.383,0.5211,Local Edge,EDGE-06,0.6194
VSDT-03753,0,0.1078,0.2895,0.5002,Local Edge,EDGE-04,0.629
VSDT-03754,0,-0.55,0.3753,0.3424,Local Edge,EDGE-03,0.5308
VSDT-03755,0.3799,0.3352,0.4054,0.5243,Local Edge,EDGE-05,0.6342
VSDT-03756,0.6885,-0.55,0.3047,0.5371,Peer Edge,EDGE-07,0.614
VSDT-03757,0,0.0793,0.3915,0.2822,Peer Edge,EDGE-11,0.5121
VSDT-03758,0.8583,0.0778,0.2912,0.7376,Local Edge,EDGE-01,0.68
VSDT-03759,0.8257,-0.55,0.505,0.3344,Peer Edge,EDGE-11,0.4154
VSDT-03760,0,0.3398,0.4748,0.3933,Local Edge,EDGE-04,0.5617
VSDT-03761,0.7302,0.2155,0.3416,0.4007,Local Edge,EDGE-06,0.5414
VSDT-03762,0.5394,0.0768,0.395,0.5073,Local Edge,EDGE-02,0.5918
VSDT-03763,0.4518,0.0752,0.4007,0.6352,Local Edge,EDGE-06,0.6643
VSDT-03764,0.1277,-0.55,0.3442,0.4178,Local Edge,EDGE-04,0.5769
VSDT-03765,0.5091,0.3352,0.335,0.6464,Local Edge,EDGE-05,0.6815
VSDT-03766,0.6176,0.1108,0.5777,0.6502,Peer Edge,EDGE-09,0.5967
VSDT-03767,0.2971,-0.55,0.2759,0.2304,Peer Edge,EDGE-11,0.4594
VSDT-03768,0.5551,-0.55,0.3409,0.6668,Local Edge,EDGE-06,0.6662
VSDT-03769,0.7039,0.0751,0.4086,0.5731,Local Edge,EDGE-05,0.5938
VSDT-03770,0.6644,-0.55,0.5154,0.4952,Local Edge,EDGE-04,0.5248
VSDT-03771,0,-0.55,0.3144,0.1499,Cloud,CLOUD-14,0.4083
VSDT-03772,0.7344,-0.55,0.3033,0.5186,Local Edge,EDGE-04,0.6256
VSDT-03773,0,0.2163,0.3318,0.3107,Cloud,CLOUD-14,0.4866
VSDT-03774,0.1931,0.342,0.2646,0.402,Local Edge,EDGE-02,0.6008
VSDT-03775,0.1366,0.2165,0.3563,0.5645,Local Edge,EDGE-02,0.6424
VSDT-03776,0,0.2149,0.3176,0.2739,Peer Edge,EDGE-08,0.4661
VSDT-03777,0,-0.55,0.5173,0.1078,Peer Edge,EDGE-07,0.3163
VSDT-03778,0.3312,0.075,0.3988,0.2035,Cloud,CLOUD-13,0.3914
VSDT-03779,0.3172,0.341,0.3323,0.2628,Cloud,CLOUD-13,0.4932
VSDT-03780,0.5558,0.3394,0.3711,0.5617,Local Edge,EDGE-04,0.6509
VSDT-03781,0.6479,-0.55,0.2871,0.2857,Local Edge,EDGE-06,0.4488
VSDT-03782,0.2004,0.1125,0.2904,0.4002,Local Edge,EDGE-02,0.5921
VSDT-03783,0.2128,-0.55,0.339,0.1696,Cloud,CLOUD-13,0.4035
VSDT-03784,0.811,-0.55,0.3028,0.7297,Local Edge,EDGE-04,0.6947
VSDT-03785,0.7076,0.215,0.29,0.5597,Local Edge,EDGE-06,0.6773
VSDT-03786,0.6069,0.337,0.4632,0.7207,Local Edge,EDGE-06,0.6879
VSDT-03787,0.2211,0.339,0.2989,0.4336,Local Edge,EDGE-06,0.6249
VSDT-03788,0.5685,0.1123,0.3547,0.5069,Local Edge,EDGE-02,0.6089
VSDT-03789,0.6585,-0.55,0.2676,0.6558,Local Edge,EDGE-01,0.6613
VSDT-03790,0.5595,0.336,0.2942,0.4712,Local Edge,EDGE-04,0.5718
VSDT-03791,0,0.3378,0.3933,0.2507,Peer Edge,EDGE-09,0.454
VSDT-03792,0.429,0.0765,0.3732,0.5769,Peer Edge,EDGE-07,0.6203
VSDT-03793,0,-0.55,0.5763,0.3281,Peer Edge,EDGE-11,0.4605
VSDT-03794,0,0.2146,0.4139,0.3883,Local Edge,EDGE-01,0.5627
VSDT-03795,0,-0.55,0.2642,0.091,Cloud,CLOUD-13,0.3869
VSDT-03796,0.6633,0.0752,0.351,0.5069,Local Edge,EDGE-06,0.5974
VSDT-03797,0.656,0.2133,0.1608,0.5702,Local Edge,EDGE-06,0.6964
VSDT-03798,0.6801,-0.55,0.494,0.5274,Local Edge,EDGE-05,0.567
VSDT-03799,0.3185,0.3388,0.3943,0.2262,Peer Edge,EDGE-10,0.4364
VSDT-03800,0.1116,-0.55,0.3132,0.1479,Cloud,CLOUD-13,0.4102
VSDT-03801,0.3925,0.339,0.4777,0.4383,Local Edge,EDGE-01,0.5806
VSDT-03802,0.5103,0.3374,0.3492,0.6773,Local Edge,EDGE-03,0.6882
VSDT-03803,0.0372,0.3376,0.3355,0.3303,Peer Edge,EDGE-07,0.5601
VSDT-03804,0.607,-0.55,0.3718,0.6872,Local Edge,EDGE-01,0.6738
VSDT-03805,0.3489,-0.55,0.409,0.4046,Peer Edge,EDGE-07,0.5136
VSDT-03806,0,0.1139,0.389,0.1579,Cloud,CLOUD-12,0.3972
VSDT-03807,0.8001,0.0759,0.2117,0.3473,Local Edge,EDGE-04,0.5195
VSDT-03808,0.8341,0.3365,0.2874,0.3904,Local Edge,EDGE-06,0.5482
VSDT-03809,0,0.1145,0.3317,0.4971,Local Edge,EDGE-05,0.5936
VSDT-03810,0.6007,0.1129,0.4416,0.5518,Local Edge,EDGE-03,0.6265
VSDT-03811,0.781,0.0753,0.467,0.5048,Peer Edge,EDGE-10,0.5717
VSDT-03812,0.5868,-0.55,0.414,0.5087,Local Edge,EDGE-05,0.589
VSDT-03813,0.0488,0.3357,0.3023,0.1393,Cloud,CLOUD-14,0.4345
VSDT-03814,0,-0.55,0.4502,0.3456,Local Edge,EDGE-05,0.5191
VSDT-03815,0.4513,0.3343,0.4068,0.5259,Local Edge,EDGE-03,0.6082
VSDT-03816,0,0.3327,0.2003,0.4115,Local Edge,EDGE-01,0.6436
VSDT-03817,0.0726,0.3327,0.413,0.1507,Cloud,CLOUD-13,0.4084
VSDT-03818,0.5317,-0.55,0.4325,0.4777,Local Edge,EDGE-02,0.5494
VSDT-03819,0.6317,-0.55,0.4021,0.3704,Peer Edge,EDGE-08,0.4936
VSDT-03820,0.8825,-0.55,0.3412,0.7618,Local Edge,EDGE-02,0.7001
VSDT-03821,0,-0.55,0.4367,0.3451,Local Edge,EDGE-01,0.5092
VSDT-03822,0,-0.55,0.3109,0.1181,Peer Edge,EDGE-10,0.393
VSDT-03823,0.6045,0.0765,0.2524,0.5025,Peer Edge,EDGE-10,0.6209
VSDT-03824,0.6818,0.075,0.3386,0.3757,Local Edge,EDGE-02,0.4977
VSDT-03825,0.5743,-0.55,0.3544,0.4866,Local Edge,EDGE-03,0.5592
VSDT-03826,0.5872,0.1151,0.2036,0.5121,Local Edge,EDGE-05,0.6485
VSDT-03827,0.5695,0.2179,0.539,0.5256,Local Edge,EDGE-02,0.5992
VSDT-03828,0,0.2163,0.1831,0.1233,Cloud,CLOUD-13,0.4531
VSDT-03829,0.7417,0.3331,0.4555,0.5839,Local Edge,EDGE-06,0.6268
VSDT-03830,0.2499,-0.55,0.2732,0.4474,Local Edge,EDGE-06,0.6012
VSDT-03831,0,-0.55,0.4111,0.3755,Local Edge,EDGE-02,0.5545
VSDT-03832,0.7659,-0.55,0.4028,0.5424,Peer Edge,EDGE-11,0.5533
VSDT-03833,0.8174,0.3411,0.4708,0.7158,Peer Edge,EDGE-11,0.6533
VSDT-03834,0,-0.55,0.4507,0.2208,Cloud,CLOUD-12,0.3981
VSDT-03835,0.186,-0.55,0.2069,0.3903,Local Edge,EDGE-05,0.5816
VSDT-03836,0.6704,-0.55,0.3174,0.5093,Cloud,CLOUD-12,0.5663
VSDT-03837,0.5401,-0.55,0.4096,0.4365,Local Edge,EDGE-04,0.5123
VSDT-03838,0.5267,-0.55,0.3952,0.5134,Local Edge,EDGE-05,0.5957
VSDT-03839,0,0.3405,0.3103,0.3457,Peer Edge,EDGE-07,0.5716
VSDT-03840,0.3755,0.0771,0.4278,0.4035,Local Edge,EDGE-03,0.5255
VSDT-03841,0,0.1168,0.4943,0.1542,Cloud,CLOUD-12,0.3842
VSDT-03842,0,-0.55,0.323,0.13,Cloud,CLOUD-12,0.3989
VSDT-03843,0,-0.55,0.59,0.3484,Local Edge,EDGE-02,0.4517
VSDT-03844,0,0.3339,0.5071,0.1118,Cloud,CLOUD-12,0.3805
VSDT-03845,0.1197,0.0764,0.2502,0.5821,Local Edge,EDGE-06,0.6851
VSDT-03846,0.1687,-0.55,0.465,0.1108,Peer Edge,EDGE-07,0.3497
VSDT-03847,0.1338,0.3325,0.4061,0.3578,Peer Edge,EDGE-07,0.505
VSDT-03848,0.6935,0.1163,0.246,0.5158,Local Edge,EDGE-05,0.6258
VSDT-03849,0.6896,0.1148,0.4109,0.5697,Local Edge,EDGE-02,0.6415
VSDT-03850,0.5656,0.0775,0.4682,0.5184,Local Edge,EDGE-05,0.5589
VSDT-03851,0.4666,0.1135,0.4306,0.489,Local Edge,EDGE-01,0.5872
VSDT-03852,0.3949,0.0762,0.4966,0.4701,Local Edge,EDGE-01,0.5347
VSDT-03853,0.7092,-0.55,0.3825,0.5611,Local Edge,EDGE-05,0.6293
VSDT-03854,0.6385,-0.55,0.3892,0.52,Local Edge,EDGE-01,0.5535
VSDT-03855,0.7566,0.1128,0.4857,0.5789,Peer Edge,EDGE-07,0.5971
VSDT-03856,0,-0.55,0.3438,0.1848,Peer Edge,EDGE-07,0.4217
VSDT-03857,0.1901,-0.55,0.4299,0.4285,Local Edge,EDGE-04,0.5463
VSDT-03858,0.5356,0.0758,0.372,0.6041,Local Edge,EDGE-05,0.6072
VSDT-03859,0.4529,0.2224,0.4908,0.4967,Local Edge,EDGE-01,0.5569
VSDT-03860,0.2847,0.2208,0.3118,0.4531,Local Edge,EDGE-02,0.6359
VSDT-03861,0,-0.55,0.2867,0.1288,Cloud,CLOUD-12,0.3983
VSDT-03862,0.0568,0.344,0.2903,0.3606,Local Edge,EDGE-06,0.5778
VSDT-03863,0.2724,0.0751,0.3093,0.2382,Cloud,CLOUD-14,0.4423
VSDT-03864,0.0487,-0.55,0.5445,0.3513,Local Edge,EDGE-05,0.5125
VSDT-03865,0.5359,-0.55,0.3154,0.6239,Local Edge,EDGE-06,0.618
